# HF gains obtained from A. Krohotin (krohotin@mail.cern.ch) on June 30, 2006
# 66 channels are missed due to missed QIE calibrations
# 9 channels are set to 0 due to missed source measurements
# cap0=cap1=cap2=cap3
#
#  eta  phi  dep  det     cap0     cap1     cap2     cap3  
32   1   2   HF   0.0757581   0.0757581   0.0757581   0.0757581
33   1   1   HF   0.0810937   0.0810937   0.0810937   0.0810937
33   1   2   HF   0.0897476   0.0897476   0.0897476   0.0897476
34   1   1   HF   0.0776302   0.0776302   0.0776302   0.0776302
34   1   2   HF   0.0842494   0.0842494   0.0842494   0.0842494
35   1   1   HF   0.0617819   0.0617819   0.0617819   0.0617819
35   1   2   HF   0.115637   0.115637   0.115637   0.115637
36   1   1   HF   0.0512958   0.0512958   0.0512958   0.0512958
36   1   2   HF   0.0857237   0.0857237   0.0857237   0.0857237
37   1   1   HF   0.068516   0.068516   0.068516   0.068516
37   1   2   HF   0.119374   0.119374   0.119374   0.119374
38   1   1   HF   0.0933536   0.0933536   0.0933536   0.0933536
38   1   2   HF   0.112521   0.112521   0.112521   0.112521
39   1   1   HF   0.0661846   0.0661846   0.0661846   0.0661846
39   1   2   HF   0.136818   0.136818   0.136818   0.136818
40   1   1   HF   0.0803689   0.0803689   0.0803689   0.0803689
40   1   2   HF   0.123593   0.123593   0.123593   0.123593
41   1   1   HF   0.0989968   0.0989968   0.0989968   0.0989968
41   1   2   HF   0.199691   0.199691   0.199691   0.199691
29   3   1   HF   0.0638875   0.0638875   0.0638875   0.0638875
29   3   2   HF   0.0905575   0.0905575   0.0905575   0.0905575
30   3   1   HF   0.0672236   0.0672236   0.0672236   0.0672236
30   3   2   HF   0.095   0.095   0.095   0.095
31   3   1   HF   0.054343   0.054343   0.054343   0.054343
31   3   2   HF   0.103005   0.103005   0.103005   0.103005
32   3   1   HF   0.0746775   0.0746775   0.0746775   0.0746775
32   3   2   HF   0.0678671   0.0678671   0.0678671   0.0678671
33   3   1   HF   0.0504263   0.0504263   0.0504263   0.0504263
33   3   2   HF   0.128699   0.128699   0.128699   0.128699
34   3   1   HF   0.0682917   0.0682917   0.0682917   0.0682917
34   3   2   HF   0.0725144   0.0725144   0.0725144   0.0725144
35   3   1   HF   0.04914   0.04914   0.04914   0.04914
35   3   2   HF   0.0895074   0.0895074   0.0895074   0.0895074
36   3   1   HF   0.0774312   0.0774312   0.0774312   0.0774312
36   3   2   HF   0.0844501   0.0844501   0.0844501   0.0844501
37   3   1   HF   0.095377   0.095377   0.095377   0.095377
37   3   2   HF   0.170629   0.170629   0.170629   0.170629
38   3   1   HF   0.0730361   0.0730361   0.0730361   0.0730361
38   3   2   HF   0.124481   0.124481   0.124481   0.124481
39   3   1   HF   0.0607053   0.0607053   0.0607053   0.0607053
39   3   2   HF   0.116599   0.116599   0.116599   0.116599
29   5   1   HF   0.0579772   0.0579772   0.0579772   0.0579772
29   5   2   HF   0.0832647   0.0832647   0.0832647   0.0832647
30   5   1   HF   0.0598053   0.0598053   0.0598053   0.0598053
30   5   2   HF   0.0879147   0.0879147   0.0879147   0.0879147
31   5   1   HF   0.0578661   0.0578661   0.0578661   0.0578661
31   5   2   HF   0.108289   0.108289   0.108289   0.108289
32   5   1   HF   0.0667535   0.0667535   0.0667535   0.0667535
32   5   2   HF   0.101372   0.101372   0.101372   0.101372
33   5   1   HF   0.0730678   0.0730678   0.0730678   0.0730678
33   5   2   HF   0.123303   0.123303   0.123303   0.123303
34   5   1   HF   0.0863204   0.0863204   0.0863204   0.0863204
34   5   2   HF   0.126195   0.126195   0.126195   0.126195
35   5   1   HF   0.0678674   0.0678674   0.0678674   0.0678674
35   5   2   HF   0.111791   0.111791   0.111791   0.111791
36   5   1   HF   0.0640984   0.0640984   0.0640984   0.0640984
36   5   2   HF   0.115424   0.115424   0.115424   0.115424
37   5   1   HF   0.0867834   0.0867834   0.0867834   0.0867834
37   5   2   HF   0.127846   0.127846   0.127846   0.127846
38   5   1   HF   0.075417   0.075417   0.075417   0.075417
38   5   2   HF   0.127235   0.127235   0.127235   0.127235
39   5   1   HF   0.0831881   0.0831881   0.0831881   0.0831881
39   5   2   HF   0.132377   0.132377   0.132377   0.132377
40   5   1   HF   0.0765573   0.0765573   0.0765573   0.0765573
40   5   2   HF   0.174787   0.174787   0.174787   0.174787
41   5   1   HF   0.0651501   0.0651501   0.0651501   0.0651501
41   5   2   HF   0.115733   0.115733   0.115733   0.115733
29   7   1   HF   0.0723091   0.0723091   0.0723091   0.0723091
29   7   2   HF   0.0911383   0.0911383   0.0911383   0.0911383
30   7   1   HF   0.0516023   0.0516023   0.0516023   0.0516023
30   7   2   HF   0.0949837   0.0949837   0.0949837   0.0949837
31   7   1   HF   0.0643589   0.0643589   0.0643589   0.0643589
31   7   2   HF   0.107968   0.107968   0.107968   0.107968
32   7   1   HF   0.0543803   0.0543803   0.0543803   0.0543803
32   7   2   HF   0.123631   0.123631   0.123631   0.123631
33   7   1   HF   0.0771421   0.0771421   0.0771421   0.0771421
33   7   2   HF   0.166069   0.166069   0.166069   0.166069
34   7   1   HF   0.0797546   0.0797546   0.0797546   0.0797546
34   7   2   HF   0.107444   0.107444   0.107444   0.107444
35   7   1   HF   0.0850643   0.0850643   0.0850643   0.0850643
35   7   2   HF   0.112384   0.112384   0.112384   0.112384
36   7   1   HF   0.0913415   0.0913415   0.0913415   0.0913415
36   7   2   HF   0.103752   0.103752   0.103752   0.103752
37   7   1   HF   0.115592   0.115592   0.115592   0.115592
37   7   2   HF   0.154353   0.154353   0.154353   0.154353
38   7   1   HF   0.0991711   0.0991711   0.0991711   0.0991711
38   7   2   HF   0.19963   0.19963   0.19963   0.19963
39   7   1   HF   0.151179   0.151179   0.151179   0.151179
39   7   2   HF   0.171733   0.171733   0.171733   0.171733
29   9   1   HF   0.0662224   0.0662224   0.0662224   0.0662224
29   9   2   HF   0.0861802   0.0861802   0.0861802   0.0861802
30   9   1   HF   0.0644044   0.0644044   0.0644044   0.0644044
30   9   2   HF   0.120719   0.120719   0.120719   0.120719
31   9   1   HF   0.0622066   0.0622066   0.0622066   0.0622066
31   9   2   HF   0.106063   0.106063   0.106063   0.106063
32   9   1   HF   0.0673069   0.0673069   0.0673069   0.0673069
32   9   2   HF   0.107593   0.107593   0.107593   0.107593
33   9   1   HF   0.0762427   0.0762427   0.0762427   0.0762427
33   9   2   HF   0.122761   0.122761   0.122761   0.122761
34   9   1   HF   0.0752146   0.0752146   0.0752146   0.0752146
34   9   2   HF   0.135623   0.135623   0.135623   0.135623
35   9   1   HF   0.0719817   0.0719817   0.0719817   0.0719817
35   9   2   HF   0.125565   0.125565   0.125565   0.125565
36   9   1   HF   0.0977589   0.0977589   0.0977589   0.0977589
36   9   2   HF   0.120742   0.120742   0.120742   0.120742
37   9   1   HF   0.0931922   0.0931922   0.0931922   0.0931922
37   9   2   HF   0.14396   0.14396   0.14396   0.14396
38   9   1   HF   0.0894105   0.0894105   0.0894105   0.0894105
38   9   2   HF   0.225714   0.225714   0.225714   0.225714
39   9   1   HF   0.132966   0.132966   0.132966   0.132966
39   9   2   HF   0.183785   0.183785   0.183785   0.183785
40   9   1   HF   0.129198   0.129198   0.129198   0.129198
40   9   2   HF   0.17128   0.17128   0.17128   0.17128
41   9   1   HF   0.0986805   0.0986805   0.0986805   0.0986805
41   9   2   HF   0.222022   0.222022   0.222022   0.222022
29   11   1   HF   0.0571632   0.0571632   0.0571632   0.0571632
29   11   2   HF   0.10336   0.10336   0.10336   0.10336
30   11   1   HF   0.0574851   0.0574851   0.0574851   0.0574851
30   11   2   HF   0.0847163   0.0847163   0.0847163   0.0847163
31   11   1   HF   0.0723903   0.0723903   0.0723903   0.0723903
31   11   2   HF   0.096613   0.096613   0.096613   0.096613
32   11   1   HF   0.0729555   0.0729555   0.0729555   0.0729555
32   11   2   HF   0.0937869   0.0937869   0.0937869   0.0937869
33   11   1   HF   0.0795533   0.0795533   0.0795533   0.0795533
33   11   2   HF   0.133345   0.133345   0.133345   0.133345
34   11   1   HF   0.0872814   0.0872814   0.0872814   0.0872814
34   11   2   HF   0.125022   0.125022   0.125022   0.125022
35   11   1   HF   0.0659961   0.0659961   0.0659961   0.0659961
35   11   2   HF   0.129495   0.129495   0.129495   0.129495
36   11   1   HF   0.0797212   0.0797212   0.0797212   0.0797212
36   11   2   HF   0.157937   0.157937   0.157937   0.157937
37   11   1   HF   0.0796852   0.0796852   0.0796852   0.0796852
37   11   2   HF   0.137486   0.137486   0.137486   0.137486
38   11   1   HF   0.0716529   0.0716529   0.0716529   0.0716529
38   11   2   HF   0.134043   0.134043   0.134043   0.134043
39   11   1   HF   0.0732496   0.0732496   0.0732496   0.0732496
39   11   2   HF   0.125778   0.125778   0.125778   0.125778
29   13   1   HF   0.0648866   0.0648866   0.0648866   0.0648866
30   13   1   HF   0.0628853   0.0628853   0.0628853   0.0628853
31   13   1   HF   0.0692301   0.0692301   0.0692301   0.0692301
32   13   1   HF   0.0713469   0.0713469   0.0713469   0.0713469
33   13   1   HF   0.0701985   0.0701985   0.0701985   0.0701985
34   13   1   HF   0.0818168   0.0818168   0.0818168   0.0818168
35   13   1   HF   0.0762218   0.0762218   0.0762218   0.0762218
35   13   2   HF   0.131961   0.131961   0.131961   0.131961
36   13   1   HF   0.0749344   0.0749344   0.0749344   0.0749344
36   13   2   HF   0.137338   0.137338   0.137338   0.137338
37   13   1   HF   0.0987868   0.0987868   0.0987868   0.0987868
37   13   2   HF   0.165602   0.165602   0.165602   0.165602
38   13   1   HF   0.0999628   0.0999628   0.0999628   0.0999628
38   13   2   HF   0.149328   0.149328   0.149328   0.149328
39   13   1   HF   0.0829855   0.0829855   0.0829855   0.0829855
39   13   2   HF   0.150601   0.150601   0.150601   0.150601
40   13   1   HF   0.0954621   0.0954621   0.0954621   0.0954621
40   13   2   HF   0.160363   0.160363   0.160363   0.160363
41   13   1   HF   0.083357   0.083357   0.083357   0.083357
41   13   2   HF   0.184676   0.184676   0.184676   0.184676
29   15   1   HF   0.0710964   0.0710964   0.0710964   0.0710964
29   15   2   HF   0.0977815   0.0977815   0.0977815   0.0977815
30   15   1   HF   0.0651506   0.0651506   0.0651506   0.0651506
30   15   2   HF   0.0797294   0.0797294   0.0797294   0.0797294
31   15   1   HF   0.066509   0.066509   0.066509   0.066509
31   15   2   HF   0.135635   0.135635   0.135635   0.135635
32   15   1   HF   0.0592678   0.0592678   0.0592678   0.0592678
32   15   2   HF   0.107647   0.107647   0.107647   0.107647
33   15   1   HF   0.073075   0.073075   0.073075   0.073075
33   15   2   HF   0.114741   0.114741   0.114741   0.114741
34   15   1   HF   0.0869811   0.0869811   0.0869811   0.0869811
34   15   2   HF   0.129335   0.129335   0.129335   0.129335
35   15   1   HF   0.0802426   0.0802426   0.0802426   0.0802426
35   15   2   HF   0.134529   0.134529   0.134529   0.134529
36   15   1   HF   0.0797525   0.0797525   0.0797525   0.0797525
36   15   2   HF   0.138144   0.138144   0.138144   0.138144
37   15   1   HF   0.0891274   0.0891274   0.0891274   0.0891274
37   15   2   HF   0.187921   0.187921   0.187921   0.187921
38   15   1   HF   0.0818192   0.0818192   0.0818192   0.0818192
38   15   2   HF   0.22092   0.22092   0.22092   0.22092
39   15   1   HF   0.10083   0.10083   0.10083   0.10083
39   15   2   HF   0.166548   0.166548   0.166548   0.166548
29   17   1   HF   0.0781074   0.0781074   0.0781074   0.0781074
29   17   2   HF   0.082082   0.082082   0.082082   0.082082
30   17   1   HF   0.0713078   0.0713078   0.0713078   0.0713078
30   17   2   HF   0.0963457   0.0963457   0.0963457   0.0963457
31   17   1   HF   0.0712682   0.0712682   0.0712682   0.0712682
31   17   2   HF   0.112011   0.112011   0.112011   0.112011
32   17   1   HF   0.0686838   0.0686838   0.0686838   0.0686838
32   17   2   HF   0.0967347   0.0967347   0.0967347   0.0967347
33   17   1   HF   0.0702951   0.0702951   0.0702951   0.0702951
33   17   2   HF   0.145007   0.145007   0.145007   0.145007
34   17   1   HF   0.0845066   0.0845066   0.0845066   0.0845066
34   17   2   HF   0.121588   0.121588   0.121588   0.121588
35   17   1   HF   0.0834303   0.0834303   0.0834303   0.0834303
35   17   2   HF   0.117041   0.117041   0.117041   0.117041
36   17   1   HF   0.0825203   0.0825203   0.0825203   0.0825203
36   17   2   HF   0.131084   0.131084   0.131084   0.131084
37   17   1   HF   0.10025   0.10025   0.10025   0.10025
37   17   2   HF   0.169445   0.169445   0.169445   0.169445
38   17   1   HF   0.114668   0.114668   0.114668   0.114668
38   17   2   HF   0.249086   0.249086   0.249086   0.249086
39   17   1   HF   0.111053   0.111053   0.111053   0.111053
39   17   2   HF   0.139235   0.139235   0.139235   0.139235
40   17   1   HF   0.0883459   0.0883459   0.0883459   0.0883459
40   17   2   HF   0.194205   0.194205   0.194205   0.194205
41   17   1   HF   0.107765   0.107765   0.107765   0.107765
41   17   2   HF   0.211045   0.211045   0.211045   0.211045
29   19   1   HF   0.0709438   0.0709438   0.0709438   0.0709438
29   19   2   HF   0.144968   0.144968   0.144968   0.144968
30   19   1   HF   0.0659604   0.0659604   0.0659604   0.0659604
30   19   2   HF   0.106021   0.106021   0.106021   0.106021
31   19   1   HF   0.0824382   0.0824382   0.0824382   0.0824382
31   19   2   HF   0.127509   0.127509   0.127509   0.127509
32   19   1   HF   0.0622302   0.0622302   0.0622302   0.0622302
32   19   2   HF   0.116105   0.116105   0.116105   0.116105
33   19   1   HF   0.0812005   0.0812005   0.0812005   0.0812005
33   19   2   HF   0.111753   0.111753   0.111753   0.111753
34   19   1   HF   0.0803331   0.0803331   0.0803331   0.0803331
34   19   2   HF   0.10358   0.10358   0.10358   0.10358
35   19   1   HF   0.0738582   0.0738582   0.0738582   0.0738582
35   19   2   HF   0.100356   0.100356   0.100356   0.100356
36   19   1   HF   0.097591   0.097591   0.097591   0.097591
36   19   2   HF   0.0972233   0.0972233   0.0972233   0.0972233
37   19   1   HF   0.0828556   0.0828556   0.0828556   0.0828556
37   19   2   HF   0.127149   0.127149   0.127149   0.127149
38   19   1   HF   0.0958774   0.0958774   0.0958774   0.0958774
38   19   2   HF   0.165033   0.165033   0.165033   0.165033
39   19   1   HF   0.0827736   0.0827736   0.0827736   0.0827736
39   19   2   HF   0.193151   0.193151   0.193151   0.193151
29   21   1   HF   0.0809044   0.0809044   0.0809044   0.0809044
29   21   2   HF   0.0891969   0.0891969   0.0891969   0.0891969
30   21   1   HF   0.0728506   0.0728506   0.0728506   0.0728506
30   21   2   HF   0.142684   0.142684   0.142684   0.142684
31   21   1   HF   0.0827794   0.0827794   0.0827794   0.0827794
31   21   2   HF   0.0883886   0.0883886   0.0883886   0.0883886
32   21   1   HF   0.0555821   0.0555821   0.0555821   0.0555821
32   21   2   HF   0.124691   0.124691   0.124691   0.124691
33   21   1   HF   0.088988   0.088988   0.088988   0.088988
33   21   2   HF   0.108021   0.108021   0.108021   0.108021
34   21   1   HF   0.083979   0.083979   0.083979   0.083979
34   21   2   HF   0.114591   0.114591   0.114591   0.114591
35   21   1   HF   0.0736062   0.0736062   0.0736062   0.0736062
35   21   2   HF   0.133339   0.133339   0.133339   0.133339
36   21   1   HF   0.108759   0.108759   0.108759   0.108759
36   21   2   HF   0.121527   0.121527   0.121527   0.121527
37   21   1   HF   0.0745855   0.0745855   0.0745855   0.0745855
37   21   2   HF   0.164469   0.164469   0.164469   0.164469
38   21   1   HF   0.0815677   0.0815677   0.0815677   0.0815677
38   21   2   HF   0.152147   0.152147   0.152147   0.152147
39   21   1   HF   0.0941799   0.0941799   0.0941799   0.0941799
39   21   2   HF   0.194075   0.194075   0.194075   0.194075
40   21   1   HF   0.172388   0.172388   0.172388   0.172388
40   21   2   HF   0.162085   0.162085   0.162085   0.162085
41   21   1   HF   0.129848   0.129848   0.129848   0.129848
41   21   2   HF   0.155098   0.155098   0.155098   0.155098
29   23   1   HF   0.0709953   0.0709953   0.0709953   0.0709953
29   23   2   HF   0.162628   0.162628   0.162628   0.162628
30   23   1   HF   0.0599503   0.0599503   0.0599503   0.0599503
30   23   2   HF   0.100214   0.100214   0.100214   0.100214
31   23   1   HF   0.0765936   0.0765936   0.0765936   0.0765936
31   23   2   HF   0.12515   0.12515   0.12515   0.12515
32   23   1   HF   0.0660667   0.0660667   0.0660667   0.0660667
32   23   2   HF   0.0988722   0.0988722   0.0988722   0.0988722
33   23   1   HF   0.0843667   0.0843667   0.0843667   0.0843667
33   23   2   HF   0.129703   0.129703   0.129703   0.129703
34   23   1   HF   0.0859382   0.0859382   0.0859382   0.0859382
34   23   2   HF   0.121814   0.121814   0.121814   0.121814
35   23   1   HF   0.0900976   0.0900976   0.0900976   0.0900976
35   23   2   HF   0.156386   0.156386   0.156386   0.156386
36   23   1   HF   0.0874462   0.0874462   0.0874462   0.0874462
36   23   2   HF   0.13204   0.13204   0.13204   0.13204
37   23   1   HF   0.108539   0.108539   0.108539   0.108539
37   23   2   HF   0.127972   0.127972   0.127972   0.127972
38   23   1   HF   0.0750807   0.0750807   0.0750807   0.0750807
38   23   2   HF   0.223922   0.223922   0.223922   0.223922
39   23   1   HF   0.0757773   0.0757773   0.0757773   0.0757773
39   23   2   HF   0.120704   0.120704   0.120704   0.120704
29   25   1   HF   0.0674764   0.0674764   0.0674764   0.0674764
29   25   2   HF   0.0986178   0.0986178   0.0986178   0.0986178
30   25   1   HF   0.0712374   0.0712374   0.0712374   0.0712374
30   25   2   HF   0.102385   0.102385   0.102385   0.102385
31   25   1   HF   0.0789592   0.0789592   0.0789592   0.0789592
31   25   2   HF   0.0985008   0.0985008   0.0985008   0.0985008
32   25   1   HF   0.0705967   0.0705967   0.0705967   0.0705967
32   25   2   HF   0.098397   0.098397   0.098397   0.098397
33   25   1   HF   0.0743437   0.0743437   0.0743437   0.0743437
33   25   2   HF   0.127798   0.127798   0.127798   0.127798
34   25   1   HF   0.0654426   0.0654426   0.0654426   0.0654426
34   25   2   HF   0.130076   0.130076   0.130076   0.130076
35   25   1   HF   0.0750634   0.0750634   0.0750634   0.0750634
35   25   2   HF   0.130813   0.130813   0.130813   0.130813
36   25   1   HF   0.0826986   0.0826986   0.0826986   0.0826986
36   25   2   HF   0.116444   0.116444   0.116444   0.116444
37   25   1   HF   0.0800965   0.0800965   0.0800965   0.0800965
37   25   2   HF   0.141143   0.141143   0.141143   0.141143
38   25   1   HF   0.0872094   0.0872094   0.0872094   0.0872094
38   25   2   HF   0.159906   0.159906   0.159906   0.159906
39   25   1   HF   0.0890962   0.0890962   0.0890962   0.0890962
39   25   2   HF   0.152426   0.152426   0.152426   0.152426
40   25   1   HF   0.103856   0.103856   0.103856   0.103856
40   25   2   HF   0.210035   0.210035   0.210035   0.210035
41   25   1   HF   0   0   0   0
41   25   2   HF   0   0   0   0
29   27   1   HF   0.0761741   0.0761741   0.0761741   0.0761741
29   27   2   HF   0.146629   0.146629   0.146629   0.146629
30   27   1   HF   0.0803988   0.0803988   0.0803988   0.0803988
30   27   2   HF   0.0912055   0.0912055   0.0912055   0.0912055
31   27   1   HF   0.0686513   0.0686513   0.0686513   0.0686513
31   27   2   HF   0.0990574   0.0990574   0.0990574   0.0990574
32   27   1   HF   0.0738518   0.0738518   0.0738518   0.0738518
32   27   2   HF   0.0967052   0.0967052   0.0967052   0.0967052
33   27   1   HF   0.06613   0.06613   0.06613   0.06613
33   27   2   HF   0.109926   0.109926   0.109926   0.109926
34   27   1   HF   0.0827266   0.0827266   0.0827266   0.0827266
34   27   2   HF   0.131469   0.131469   0.131469   0.131469
35   27   1   HF   0.084599   0.084599   0.084599   0.084599
35   27   2   HF   0.104668   0.104668   0.104668   0.104668
36   27   1   HF   0.077435   0.077435   0.077435   0.077435
36   27   2   HF   0.142445   0.142445   0.142445   0.142445
37   27   1   HF   0.0968481   0.0968481   0.0968481   0.0968481
37   27   2   HF   0.142414   0.142414   0.142414   0.142414
38   27   1   HF   0.082916   0.082916   0.082916   0.082916
38   27   2   HF   0.16847   0.16847   0.16847   0.16847
39   27   1   HF   0.0921918   0.0921918   0.0921918   0.0921918
39   27   2   HF   0.122254   0.122254   0.122254   0.122254
29   29   1   HF   0.0754041   0.0754041   0.0754041   0.0754041
29   29   2   HF   0.0949523   0.0949523   0.0949523   0.0949523
30   29   1   HF   0.0765748   0.0765748   0.0765748   0.0765748
30   29   2   HF   0.108933   0.108933   0.108933   0.108933
31   29   1   HF   0.0671858   0.0671858   0.0671858   0.0671858
31   29   2   HF   0.0950809   0.0950809   0.0950809   0.0950809
32   29   1   HF   0.0642979   0.0642979   0.0642979   0.0642979
32   29   2   HF   0.0983566   0.0983566   0.0983566   0.0983566
33   29   1   HF   0.0798203   0.0798203   0.0798203   0.0798203
33   29   2   HF   0.136335   0.136335   0.136335   0.136335
34   29   1   HF   0.0760321   0.0760321   0.0760321   0.0760321
34   29   2   HF   0.125028   0.125028   0.125028   0.125028
35   29   1   HF   0.0680723   0.0680723   0.0680723   0.0680723
35   29   2   HF   0.124332   0.124332   0.124332   0.124332
36   29   1   HF   0.0779124   0.0779124   0.0779124   0.0779124
36   29   2   HF   0.118704   0.118704   0.118704   0.118704
37   29   1   HF   0.0800301   0.0800301   0.0800301   0.0800301
37   29   2   HF   0.143122   0.143122   0.143122   0.143122
38   29   1   HF   0.0948715   0.0948715   0.0948715   0.0948715
38   29   2   HF   0.153066   0.153066   0.153066   0.153066
39   29   1   HF   0.0913481   0.0913481   0.0913481   0.0913481
39   29   2   HF   0.157108   0.157108   0.157108   0.157108
40   29   1   HF   0.0960042   0.0960042   0.0960042   0.0960042
40   29   2   HF   0.16845   0.16845   0.16845   0.16845
41   29   1   HF   0.0831996   0.0831996   0.0831996   0.0831996
41   29   2   HF   0.13407   0.13407   0.13407   0.13407
29   31   1   HF   0.0652915   0.0652915   0.0652915   0.0652915
29   31   2   HF   0.109268   0.109268   0.109268   0.109268
30   31   1   HF   0.0870937   0.0870937   0.0870937   0.0870937
30   31   2   HF   0.136101   0.136101   0.136101   0.136101
31   31   1   HF   0.0780132   0.0780132   0.0780132   0.0780132
31   31   2   HF   0.102584   0.102584   0.102584   0.102584
32   31   1   HF   0.0583091   0.0583091   0.0583091   0.0583091
32   31   2   HF   0.0920389   0.0920389   0.0920389   0.0920389
33   31   1   HF   0.0611969   0.0611969   0.0611969   0.0611969
33   31   2   HF   0.135181   0.135181   0.135181   0.135181
34   31   1   HF   0.0821541   0.0821541   0.0821541   0.0821541
34   31   2   HF   0.127881   0.127881   0.127881   0.127881
35   31   1   HF   0.0799629   0.0799629   0.0799629   0.0799629
35   31   2   HF   0.107794   0.107794   0.107794   0.107794
36   31   1   HF   0.0672091   0.0672091   0.0672091   0.0672091
36   31   2   HF   0.116899   0.116899   0.116899   0.116899
37   31   1   HF   0.0792997   0.0792997   0.0792997   0.0792997
37   31   2   HF   0.128684   0.128684   0.128684   0.128684
38   31   1   HF   0.0735996   0.0735996   0.0735996   0.0735996
38   31   2   HF   0.160541   0.160541   0.160541   0.160541
39   31   1   HF   0.0753739   0.0753739   0.0753739   0.0753739
39   31   2   HF   0.104071   0.104071   0.104071   0.104071
29   33   1   HF   0.082234   0.082234   0.082234   0.082234
29   33   2   HF   0.114889   0.114889   0.114889   0.114889
30   33   1   HF   0.0743422   0.0743422   0.0743422   0.0743422
30   33   2   HF   0.0989271   0.0989271   0.0989271   0.0989271
31   33   1   HF   0.0918123   0.0918123   0.0918123   0.0918123
31   33   2   HF   0.108271   0.108271   0.108271   0.108271
32   33   1   HF   0.0629278   0.0629278   0.0629278   0.0629278
32   33   2   HF   0.0859344   0.0859344   0.0859344   0.0859344
33   33   1   HF   0.090294   0.090294   0.090294   0.090294
33   33   2   HF   0.204181   0.204181   0.204181   0.204181
34   33   1   HF   0.0920441   0.0920441   0.0920441   0.0920441
34   33   2   HF   0.148068   0.148068   0.148068   0.148068
35   33   1   HF   0.0999491   0.0999491   0.0999491   0.0999491
35   33   2   HF   0.177117   0.177117   0.177117   0.177117
36   33   1   HF   0.0899164   0.0899164   0.0899164   0.0899164
36   33   2   HF   0.170379   0.170379   0.170379   0.170379
37   33   1   HF   0.0789727   0.0789727   0.0789727   0.0789727
37   33   2   HF   0.13926   0.13926   0.13926   0.13926
38   33   1   HF   0.0727134   0.0727134   0.0727134   0.0727134
38   33   2   HF   0.207097   0.207097   0.207097   0.207097
39   33   1   HF   0.0868617   0.0868617   0.0868617   0.0868617
39   33   2   HF   0.132469   0.132469   0.132469   0.132469
40   33   1   HF   0.0883539   0.0883539   0.0883539   0.0883539
40   33   2   HF   0.171354   0.171354   0.171354   0.171354
41   33   1   HF   0.0807856   0.0807856   0.0807856   0.0807856
41   33   2   HF   0.132407   0.132407   0.132407   0.132407
29   35   1   HF   0.0671494   0.0671494   0.0671494   0.0671494
29   35   2   HF   0.120961   0.120961   0.120961   0.120961
30   35   1   HF   0.06033   0.06033   0.06033   0.06033
30   35   2   HF   0.0891717   0.0891717   0.0891717   0.0891717
31   35   1   HF   0.0560982   0.0560982   0.0560982   0.0560982
31   35   2   HF   0.0935633   0.0935633   0.0935633   0.0935633
32   35   1   HF   0.0635435   0.0635435   0.0635435   0.0635435
32   35   2   HF   0.0948286   0.0948286   0.0948286   0.0948286
33   35   1   HF   0.0621047   0.0621047   0.0621047   0.0621047
33   35   2   HF   0.130053   0.130053   0.130053   0.130053
34   35   1   HF   0.0723399   0.0723399   0.0723399   0.0723399
34   35   2   HF   0.112681   0.112681   0.112681   0.112681
35   35   1   HF   0.0675288   0.0675288   0.0675288   0.0675288
35   35   2   HF   0.138641   0.138641   0.138641   0.138641
36   35   1   HF   0.0874545   0.0874545   0.0874545   0.0874545
36   35   2   HF   0.135565   0.135565   0.135565   0.135565
37   35   1   HF   0.107688   0.107688   0.107688   0.107688
37   35   2   HF   0.183163   0.183163   0.183163   0.183163
38   35   1   HF   0.0814311   0.0814311   0.0814311   0.0814311
38   35   2   HF   0.272234   0.272234   0.272234   0.272234
39   35   1   HF   0.0915312   0.0915312   0.0915312   0.0915312
39   35   2   HF   0.122501   0.122501   0.122501   0.122501
29   37   1   HF   0.0664918   0.0664918   0.0664918   0.0664918
29   37   2   HF   0.119237   0.119237   0.119237   0.119237
30   37   1   HF   0.0645779   0.0645779   0.0645779   0.0645779
30   37   2   HF   0.126569   0.126569   0.126569   0.126569
31   37   1   HF   0.0656213   0.0656213   0.0656213   0.0656213
31   37   2   HF   0.12166   0.12166   0.12166   0.12166
32   37   1   HF   0.0657864   0.0657864   0.0657864   0.0657864
32   37   2   HF   0.134219   0.134219   0.134219   0.134219
33   37   1   HF   0.080988   0.080988   0.080988   0.080988
33   37   2   HF   0.103026   0.103026   0.103026   0.103026
34   37   1   HF   0.0779873   0.0779873   0.0779873   0.0779873
34   37   2   HF   0.125737   0.125737   0.125737   0.125737
35   37   1   HF   0.074226   0.074226   0.074226   0.074226
35   37   2   HF   0.107845   0.107845   0.107845   0.107845
36   37   1   HF   0.0793375   0.0793375   0.0793375   0.0793375
36   37   2   HF   0.121751   0.121751   0.121751   0.121751
37   37   1   HF   0.113013   0.113013   0.113013   0.113013
37   37   2   HF   0.141787   0.141787   0.141787   0.141787
38   37   1   HF   0.135136   0.135136   0.135136   0.135136
38   37   2   HF   0.192495   0.192495   0.192495   0.192495
39   37   1   HF   0.109598   0.109598   0.109598   0.109598
39   37   2   HF   0.119583   0.119583   0.119583   0.119583
40   37   1   HF   0.118782   0.118782   0.118782   0.118782
40   37   2   HF   0.13782   0.13782   0.13782   0.13782
41   37   1   HF   0   0   0   0
41   37   2   HF   0   0   0   0
29   39   1   HF   0.0600936   0.0600936   0.0600936   0.0600936
29   39   2   HF   0.119464   0.119464   0.119464   0.119464
30   39   1   HF   0.0723053   0.0723053   0.0723053   0.0723053
30   39   2   HF   0.118068   0.118068   0.118068   0.118068
